,index,Date_TimeCaught,year,week_of_year,year_woy,CaptureSite,Capture_Number
846,19592,2019-03-11,2019,11,201911,CaptureSite_26,0.0
847,19593,2019-03-18,2019,12,201912,CaptureSite_26,0.0
848,19594,2019-03-25,2019,13,201913,CaptureSite_26,0.0
849,19595,2019-04-01,2019,14,201914,CaptureSite_26,0.0
850,19596,2019-04-08,2019,15,201915,CaptureSite_26,0.0
851,19597,2019-04-15,2019,16,201916,CaptureSite_26,0.0
852,19598,2019-04-22,2019,17,201917,CaptureSite_26,0.0
853,19599,2019-04-29,2019,18,201918,CaptureSite_26,0.0
854,19600,2019-05-06,2019,19,201919,CaptureSite_26,0.0
855,19601,2019-05-13,2019,20,201920,CaptureSite_26,0.0
856,19602,2019-05-20,2019,21,201921,CaptureSite_26,0.0
857,19603,2019-05-27,2019,22,201922,CaptureSite_26,0.0
858,19604,2019-06-03,2019,23,201923,CaptureSite_26,0.0
859,19605,2019-06-10,2019,24,201924,CaptureSite_26,0.0
860,19606,2019-06-17,2019,25,201925,CaptureSite_26,0.0
861,19607,2019-06-24,2019,26,201926,CaptureSite_26,0.0
862,19608,2019-07-01,2019,27,201927,CaptureSite_26,0.0
863,19609,2019-07-08,2019,28,201928,CaptureSite_26,0.0
864,19610,2019-07-15,2019,29,201929,CaptureSite_26,0.0
865,19611,2019-07-22,2019,30,201930,CaptureSite_26,0.0
866,19612,2019-07-29,2019,31,201931,CaptureSite_26,0.0
867,19613,2019-08-05,2019,32,201932,CaptureSite_26,0.0
868,19614,2019-08-12,2019,33,201933,CaptureSite_26,0.0
869,19615,2019-08-19,2019,34,201934,CaptureSite_26,0.0
870,19616,2019-08-26,2019,35,201935,CaptureSite_26,0.0
871,19617,2019-09-02,2019,36,201936,CaptureSite_26,0.0
872,19618,2019-09-09,2019,37,201937,CaptureSite_26,0.0
873,19619,2019-09-16,2019,38,201938,CaptureSite_26,0.0
874,19620,2019-09-23,2019,39,201939,CaptureSite_26,0.0
875,19621,2019-09-30,2019,40,201940,CaptureSite_26,0.0
876,19622,2019-10-07,2019,41,201941,CaptureSite_26,0.0
877,19623,2019-10-14,2019,42,201942,CaptureSite_26,0.0
878,19624,2019-10-21,2019,43,201943,CaptureSite_26,0.0
879,19625,2019-10-28,2019,44,201944,CaptureSite_26,0.0
880,20711,2019-01-01,2019,1,201901,CaptureSite_27,0.0
881,20712,2019-01-07,2019,2,201902,CaptureSite_27,0.0
882,20713,2019-01-14,2019,3,201903,CaptureSite_27,0.0
883,20714,2019-01-21,2019,4,201904,CaptureSite_27,0.0
884,20715,2019-01-28,2019,5,201905,CaptureSite_27,0.0
885,20716,2019-02-04,2019,6,201906,CaptureSite_27,0.0
886,20717,2019-02-11,2019,7,201907,CaptureSite_27,0.0
887,20718,2019-02-18,2019,8,201908,CaptureSite_27,0.0
888,20719,2019-02-25,2019,9,201909,CaptureSite_27,0.0
889,20720,2019-03-04,2019,10,201910,CaptureSite_27,0.0
890,20721,2019-03-11,2019,11,201911,CaptureSite_27,0.0
891,20722,2019-03-18,2019,12,201912,CaptureSite_27,0.0
892,20723,2019-03-25,2019,13,201913,CaptureSite_27,0.0
893,20724,2019-04-01,2019,14,201914,CaptureSite_27,0.0
894,20725,2019-04-08,2019,15,201915,CaptureSite_27,0.0
895,20726,2019-04-15,2019,16,201916,CaptureSite_27,0.0
896,20727,2019-04-22,2019,17,201917,CaptureSite_27,0.0
897,20728,2019-04-29,2019,18,201918,CaptureSite_27,0.0
898,20729,2019-05-06,2019,19,201919,CaptureSite_27,0.0
899,20730,2019-05-13,2019,20,201920,CaptureSite_27,0.0
900,20731,2019-05-20,2019,21,201921,CaptureSite_27,0.0
901,20732,2019-05-27,2019,22,201922,CaptureSite_27,0.0
902,20733,2019-06-03,2019,23,201923,CaptureSite_27,0.0
903,20734,2019-06-10,2019,24,201924,CaptureSite_27,0.0
904,20735,2019-06-17,2019,25,201925,CaptureSite_27,0.0
905,20736,2019-06-24,2019,26,201926,CaptureSite_27,0.0
906,20737,2019-07-01,2019,27,201927,CaptureSite_27,0.0
907,20738,2019-07-08,2019,28,201928,CaptureSite_27,0.0
908,20739,2019-07-15,2019,29,201929,CaptureSite_27,0.0
909,20740,2019-07-22,2019,30,201930,CaptureSite_27,0.0
910,20741,2019-07-29,2019,31,201931,CaptureSite_27,0.0
911,20742,2019-08-05,2019,32,201932,CaptureSite_27,0.0
912,20743,2019-08-12,2019,33,201933,CaptureSite_27,0.0
913,20744,2019-08-19,2019,34,201934,CaptureSite_27,0.0
914,20745,2019-08-26,2019,35,201935,CaptureSite_27,0.0
915,20746,2019-09-02,2019,36,201936,CaptureSite_27,0.0
916,20747,2019-09-09,2019,37,201937,CaptureSite_27,0.0
917,20748,2019-09-16,2019,38,201938,CaptureSite_27,0.0
918,20749,2019-09-23,2019,39,201939,CaptureSite_27,0.0
919,20750,2019-09-30,2019,40,201940,CaptureSite_27,0.0
920,20751,2019-10-07,2019,41,201941,CaptureSite_27,0.0
921,20752,2019-10-14,2019,42,201942,CaptureSite_27,0.0
922,20753,2019-10-21,2019,43,201943,CaptureSite_27,0.0
923,20754,2019-10-28,2019,44,201944,CaptureSite_27,0.0
924,21678,2019-01-01,2019,1,201901,CaptureSite_28,0.0
925,21679,2019-01-07,2019,2,201902,CaptureSite_28,0.0
926,21680,2019-01-14,2019,3,201903,CaptureSite_28,0.0
927,21681,2019-01-21,2019,4,201904,CaptureSite_28,0.0
928,21682,2019-01-28,2019,5,201905,CaptureSite_28,0.0
929,21683,2019-02-04,2019,6,201906,CaptureSite_28,0.0
930,21684,2019-02-11,2019,7,201907,CaptureSite_28,0.0
931,21685,2019-02-18,2019,8,201908,CaptureSite_28,0.0
932,21686,2019-02-25,2019,9,201909,CaptureSite_28,0.0
933,21687,2019-03-04,2019,10,201910,CaptureSite_28,0.0
934,21688,2019-03-11,2019,11,201911,CaptureSite_28,0.0
935,21689,2019-03-18,2019,12,201912,CaptureSite_28,0.0
936,21690,2019-03-25,2019,13,201913,CaptureSite_28,0.0
937,21691,2019-04-01,2019,14,201914,CaptureSite_28,0.0
938,21692,2019-04-08,2019,15,201915,CaptureSite_28,0.0
939,21693,2019-04-15,2019,16,201916,CaptureSite_28,0.0
940,21694,2019-04-22,2019,17,201917,CaptureSite_28,0.0
941,21695,2019-04-29,2019,18,201918,CaptureSite_28,0.0
942,21696,2019-05-06,2019,19,201919,CaptureSite_28,0.0
943,21697,2019-05-13,2019,20,201920,CaptureSite_28,0.0
944,21698,2019-05-20,2019,21,201921,CaptureSite_28,0.0
945,21699,2019-05-27,2019,22,201922,CaptureSite_28,0.0
946,21700,2019-06-03,2019,23,201923,CaptureSite_28,0.0
947,21701,2019-06-10,2019,24,201924,CaptureSite_28,0.0
948,21702,2019-06-17,2019,25,201925,CaptureSite_28,0.0
949,21703,2019-06-24,2019,26,201926,CaptureSite_28,0.0
950,21704,2019-07-01,2019,27,201927,CaptureSite_28,0.0
951,21705,2019-07-08,2019,28,201928,CaptureSite_28,0.0
952,21706,2019-07-15,2019,29,201929,CaptureSite_28,0.0
953,21707,2019-07-22,2019,30,201930,CaptureSite_28,0.0
954,21708,2019-07-29,2019,31,201931,CaptureSite_28,0.0
955,21709,2019-08-05,2019,32,201932,CaptureSite_28,0.0
956,21710,2019-08-12,2019,33,201933,CaptureSite_28,0.0
957,21711,2019-08-19,2019,34,201934,CaptureSite_28,0.0
958,21712,2019-08-26,2019,35,201935,CaptureSite_28,0.0
959,21713,2019-09-02,2019,36,201936,CaptureSite_28,0.0
960,21714,2019-09-09,2019,37,201937,CaptureSite_28,0.0
961,21715,2019-09-16,2019,38,201938,CaptureSite_28,0.0
962,21716,2019-09-23,2019,39,201939,CaptureSite_28,0.0
963,21717,2019-09-30,2019,40,201940,CaptureSite_28,0.0
964,21718,2019-10-07,2019,41,201941,CaptureSite_28,0.0
965,21719,2019-10-14,2019,42,201942,CaptureSite_28,0.0
966,21720,2019-10-21,2019,43,201943,CaptureSite_28,0.0
967,21721,2019-10-28,2019,44,201944,CaptureSite_28,0.0
968,22530,2019-01-01,2019,1,201901,CaptureSite_3,0.0
969,22531,2019-01-07,2019,2,201902,CaptureSite_3,0.0
970,22532,2019-01-14,2019,3,201903,CaptureSite_3,0.0
971,22533,2019-01-21,2019,4,201904,CaptureSite_3,0.0
972,22534,2019-01-28,2019,5,201905,CaptureSite_3,0.0
973,22535,2019-02-04,2019,6,201906,CaptureSite_3,0.0
974,22536,2019-02-11,2019,7,201907,CaptureSite_3,0.0
975,22537,2019-02-18,2019,8,201908,CaptureSite_3,0.0
976,22538,2019-02-25,2019,9,201909,CaptureSite_3,0.0
977,22539,2019-03-04,2019,10,201910,CaptureSite_3,0.0
978,22540,2019-03-11,2019,11,201911,CaptureSite_3,0.0
979,22541,2019-03-18,2019,12,201912,CaptureSite_3,0.0
980,22542,2019-03-25,2019,13,201913,CaptureSite_3,0.0
981,22543,2019-04-01,2019,14,201914,CaptureSite_3,0.0
982,22544,2019-04-08,2019,15,201915,CaptureSite_3,0.0
983,22545,2019-04-15,2019,16,201916,CaptureSite_3,0.0
984,22546,2019-04-22,2019,17,201917,CaptureSite_3,0.0
985,22547,2019-04-29,2019,18,201918,CaptureSite_3,0.0
986,22548,2019-05-06,2019,19,201919,CaptureSite_3,0.0
987,22549,2019-05-13,2019,20,201920,CaptureSite_3,0.0
988,22550,2019-05-20,2019,21,201921,CaptureSite_3,0.0
989,22551,2019-05-27,2019,22,201922,CaptureSite_3,0.0
990,22552,2019-06-03,2019,23,201923,CaptureSite_3,0.0
991,22553,2019-06-10,2019,24,201924,CaptureSite_3,0.0
992,22554,2019-06-17,2019,25,201925,CaptureSite_3,0.0
993,22555,2019-06-24,2019,26,201926,CaptureSite_3,0.0
994,22556,2019-07-01,2019,27,201927,CaptureSite_3,0.0
995,22557,2019-07-08,2019,28,201928,CaptureSite_3,0.0
996,22558,2019-07-15,2019,29,201929,CaptureSite_3,0.0
997,22559,2019-07-22,2019,30,201930,CaptureSite_3,0.0
998,22560,2019-07-29,2019,31,201931,CaptureSite_3,0.0
999,22561,2019-08-05,2019,32,201932,CaptureSite_3,0.0
1000,22562,2019-08-12,2019,33,201933,CaptureSite_3,0.0
1001,22563,2019-08-19,2019,34,201934,CaptureSite_3,0.0
1002,22564,2019-08-26,2019,35,201935,CaptureSite_3,0.0
1003,22565,2019-09-02,2019,36,201936,CaptureSite_3,0.0
1004,22566,2019-09-09,2019,37,201937,CaptureSite_3,0.0
1005,22567,2019-09-16,2019,38,201938,CaptureSite_3,0.0
1006,22568,2019-09-23,2019,39,201939,CaptureSite_3,0.0
1007,22569,2019-09-30,2019,40,201940,CaptureSite_3,0.0
1008,22570,2019-10-07,2019,41,201941,CaptureSite_3,0.0
1009,22571,2019-10-14,2019,42,201942,CaptureSite_3,0.0
1010,22572,2019-10-21,2019,43,201943,CaptureSite_3,0.0
1011,22573,2019-10-28,2019,44,201944,CaptureSite_3,0.0
1012,23470,2019-01-01,2019,1,201901,CaptureSite_4,0.0
1013,23471,2019-01-07,2019,2,201902,CaptureSite_4,0.0
1014,23472,2019-01-14,2019,3,201903,CaptureSite_4,0.0
1015,23473,2019-01-21,2019,4,201904,CaptureSite_4,0.0
1016,23474,2019-01-28,2019,5,201905,CaptureSite_4,0.0
1017,23475,2019-02-04,2019,6,201906,CaptureSite_4,0.0
1018,23476,2019-02-11,2019,7,201907,CaptureSite_4,0.0
1019,23477,2019-02-18,2019,8,201908,CaptureSite_4,0.0
1020,23478,2019-02-25,2019,9,201909,CaptureSite_4,0.0
1021,23479,2019-03-04,2019,10,201910,CaptureSite_4,0.0
1022,23480,2019-03-11,2019,11,201911,CaptureSite_4,0.0
1023,23481,2019-03-18,2019,12,201912,CaptureSite_4,0.0
1024,23482,2019-03-25,2019,13,201913,CaptureSite_4,0.0
1025,23483,2019-04-01,2019,14,201914,CaptureSite_4,0.0
1026,23484,2019-04-08,2019,15,201915,CaptureSite_4,0.0
1027,23485,2019-04-15,2019,16,201916,CaptureSite_4,0.0
1028,23486,2019-04-22,2019,17,201917,CaptureSite_4,0.0
1029,23487,2019-04-29,2019,18,201918,CaptureSite_4,0.0
1030,23488,2019-05-06,2019,19,201919,CaptureSite_4,0.0
1031,23489,2019-05-13,2019,20,201920,CaptureSite_4,0.0
1032,23490,2019-05-20,2019,21,201921,CaptureSite_4,0.0
1033,23491,2019-05-27,2019,22,201922,CaptureSite_4,0.0
1034,23492,2019-06-03,2019,23,201923,CaptureSite_4,0.0
1035,23493,2019-06-10,2019,24,201924,CaptureSite_4,0.0
1036,23494,2019-06-17,2019,25,201925,CaptureSite_4,0.0
1037,23495,2019-06-24,2019,26,201926,CaptureSite_4,0.0
1038,23496,2019-07-01,2019,27,201927,CaptureSite_4,0.0
1039,23497,2019-07-08,2019,28,201928,CaptureSite_4,0.0
1040,23498,2019-07-15,2019,29,201929,CaptureSite_4,0.0
1041,23499,2019-07-22,2019,30,201930,CaptureSite_4,0.0
1042,23500,2019-07-29,2019,31,201931,CaptureSite_4,0.0
1043,23501,2019-08-05,2019,32,201932,CaptureSite_4,0.0
1044,23502,2019-08-12,2019,33,201933,CaptureSite_4,0.0
1045,23503,2019-08-19,2019,34,201934,CaptureSite_4,0.0
1046,23504,2019-08-26,2019,35,201935,CaptureSite_4,0.0
1047,23505,2019-09-02,2019,36,201936,CaptureSite_4,0.0
1048,23506,2019-09-09,2019,37,201937,CaptureSite_4,0.0
1049,23507,2019-09-16,2019,38,201938,CaptureSite_4,0.0
1050,23508,2019-09-23,2019,39,201939,CaptureSite_4,0.0
1051,23509,2019-09-30,2019,40,201940,CaptureSite_4,0.0
1052,23510,2019-10-07,2019,41,201941,CaptureSite_4,0.0
1053,23511,2019-10-14,2019,42,201942,CaptureSite_4,0.0
1054,23512,2019-10-21,2019,43,201943,CaptureSite_4,0.0
1055,23513,2019-10-28,2019,44,201944,CaptureSite_4,0.0
1056,24473,2019-01-01,2019,1,201901,CaptureSite_5,0.0
1057,24474,2019-01-07,2019,2,201902,CaptureSite_5,0.0
1058,24475,2019-01-14,2019,3,201903,CaptureSite_5,0.0
1059,24476,2019-01-21,2019,4,201904,CaptureSite_5,0.0
1060,24477,2019-01-28,2019,5,201905,CaptureSite_5,0.0
1061,24478,2019-02-04,2019,6,201906,CaptureSite_5,0.0
1062,24479,2019-02-11,2019,7,201907,CaptureSite_5,0.0
1063,24480,2019-02-18,2019,8,201908,CaptureSite_5,0.0
1064,24481,2019-02-25,2019,9,201909,CaptureSite_5,0.0
1065,24482,2019-03-04,2019,10,201910,CaptureSite_5,0.0
1066,24483,2019-03-11,2019,11,201911,CaptureSite_5,0.0
1067,24484,2019-03-18,2019,12,201912,CaptureSite_5,0.0
1068,24485,2019-03-25,2019,13,201913,CaptureSite_5,0.0
1069,24486,2019-04-01,2019,14,201914,CaptureSite_5,0.0
1070,24487,2019-04-08,2019,15,201915,CaptureSite_5,0.0
1071,24488,2019-04-15,2019,16,201916,CaptureSite_5,0.0
1072,24489,2019-04-22,2019,17,201917,CaptureSite_5,0.0
1073,24490,2019-04-29,2019,18,201918,CaptureSite_5,0.0
1074,24491,2019-05-06,2019,19,201919,CaptureSite_5,0.0
1075,24492,2019-05-13,2019,20,201920,CaptureSite_5,0.0
1076,24493,2019-05-20,2019,21,201921,CaptureSite_5,0.0
1077,24494,2019-05-27,2019,22,201922,CaptureSite_5,0.0
1078,24495,2019-06-03,2019,23,201923,CaptureSite_5,0.0
1079,24496,2019-06-10,2019,24,201924,CaptureSite_5,0.0
1080,24497,2019-06-17,2019,25,201925,CaptureSite_5,0.0
1081,24498,2019-06-24,2019,26,201926,CaptureSite_5,0.0
1082,24499,2019-07-01,2019,27,201927,CaptureSite_5,0.0
1083,24500,2019-07-08,2019,28,201928,CaptureSite_5,0.0
1084,24501,2019-07-15,2019,29,201929,CaptureSite_5,0.0
1085,24502,2019-07-22,2019,30,201930,CaptureSite_5,0.0
1086,24503,2019-07-29,2019,31,201931,CaptureSite_5,0.0
1087,24504,2019-08-05,2019,32,201932,CaptureSite_5,0.0
1088,24505,2019-08-12,2019,33,201933,CaptureSite_5,0.0
1089,24506,2019-08-19,2019,34,201934,CaptureSite_5,0.0
1090,24507,2019-08-26,2019,35,201935,CaptureSite_5,0.0
1091,24508,2019-09-02,2019,36,201936,CaptureSite_5,0.0
1092,24509,2019-09-09,2019,37,201937,CaptureSite_5,0.0
1093,24510,2019-09-16,2019,38,201938,CaptureSite_5,0.0
1094,24511,2019-09-23,2019,39,201939,CaptureSite_5,0.0
1095,24512,2019-09-30,2019,40,201940,CaptureSite_5,0.0
1096,24513,2019-10-07,2019,41,201941,CaptureSite_5,0.0
1097,24514,2019-10-14,2019,42,201942,CaptureSite_5,0.0
1098,24515,2019-10-21,2019,43,201943,CaptureSite_5,0.0
1099,24516,2019-10-28,2019,44,201944,CaptureSite_5,0.0
1100,25127,2019-01-01,2019,1,201901,CaptureSite_6,0.0
1101,25128,2019-01-07,2019,2,201902,CaptureSite_6,0.0
1102,25129,2019-01-14,2019,3,201903,CaptureSite_6,0.0
1103,25130,2019-01-21,2019,4,201904,CaptureSite_6,0.0
1104,25131,2019-01-28,2019,5,201905,CaptureSite_6,0.0
1105,25132,2019-02-04,2019,6,201906,CaptureSite_6,0.0
1106,25133,2019-02-11,2019,7,201907,CaptureSite_6,0.0
1107,25134,2019-02-18,2019,8,201908,CaptureSite_6,0.0
1108,25135,2019-02-25,2019,9,201909,CaptureSite_6,0.0
1109,25136,2019-03-04,2019,10,201910,CaptureSite_6,0.0
1110,25137,2019-03-11,2019,11,201911,CaptureSite_6,0.0
1111,25138,2019-03-18,2019,12,201912,CaptureSite_6,0.0
1112,25139,2019-03-25,2019,13,201913,CaptureSite_6,0.0
1113,25140,2019-04-01,2019,14,201914,CaptureSite_6,0.0
1114,25141,2019-04-08,2019,15,201915,CaptureSite_6,0.0
1115,25142,2019-04-15,2019,16,201916,CaptureSite_6,0.0
1116,25143,2019-04-22,2019,17,201917,CaptureSite_6,0.0
1117,25144,2019-04-29,2019,18,201918,CaptureSite_6,0.0
1118,25145,2019-05-06,2019,19,201919,CaptureSite_6,0.0
1119,25146,2019-05-13,2019,20,201920,CaptureSite_6,0.0
1120,25147,2019-05-20,2019,21,201921,CaptureSite_6,0.0
1121,25148,2019-05-27,2019,22,201922,CaptureSite_6,0.0
1122,25149,2019-06-03,2019,23,201923,CaptureSite_6,0.0
1123,25150,2019-06-10,2019,24,201924,CaptureSite_6,0.0
1124,25151,2019-06-17,2019,25,201925,CaptureSite_6,0.0
1125,25152,2019-06-24,2019,26,201926,CaptureSite_6,0.0
1126,25153,2019-07-01,2019,27,201927,CaptureSite_6,0.0
1127,25154,2019-07-08,2019,28,201928,CaptureSite_6,0.0
1128,25155,2019-07-15,2019,29,201929,CaptureSite_6,0.0
1129,25156,2019-07-22,2019,30,201930,CaptureSite_6,0.0
1130,25157,2019-07-29,2019,31,201931,CaptureSite_6,0.0
1131,25158,2019-08-05,2019,32,201932,CaptureSite_6,0.0
1132,25159,2019-08-12,2019,33,201933,CaptureSite_6,0.0
1133,25160,2019-08-19,2019,34,201934,CaptureSite_6,0.0
1134,25161,2019-08-26,2019,35,201935,CaptureSite_6,0.0
1135,25162,2019-09-02,2019,36,201936,CaptureSite_6,0.0
1136,25163,2019-09-09,2019,37,201937,CaptureSite_6,0.0
1137,25164,2019-09-16,2019,38,201938,CaptureSite_6,0.0
1138,25165,2019-09-23,2019,39,201939,CaptureSite_6,0.0
1139,25166,2019-09-30,2019,40,201940,CaptureSite_6,0.0
1140,25167,2019-10-07,2019,41,201941,CaptureSite_6,0.0
1141,25168,2019-10-14,2019,42,201942,CaptureSite_6,0.0
1142,25169,2019-10-21,2019,43,201943,CaptureSite_6,0.0
1143,25170,2019-10-28,2019,44,201944,CaptureSite_6,0.0
1144,26070,2019-01-01,2019,1,201901,CaptureSite_7,0.0
1145,26071,2019-01-07,2019,2,201902,CaptureSite_7,0.0
1146,26072,2019-01-14,2019,3,201903,CaptureSite_7,0.0
1147,26073,2019-01-21,2019,4,201904,CaptureSite_7,0.0
1148,26074,2019-01-28,2019,5,201905,CaptureSite_7,0.0
1149,26075,2019-02-04,2019,6,201906,CaptureSite_7,0.0
1150,26076,2019-02-11,2019,7,201907,CaptureSite_7,0.0
1151,26077,2019-02-18,2019,8,201908,CaptureSite_7,0.0
1152,26078,2019-02-25,2019,9,201909,CaptureSite_7,0.0
1153,26079,2019-03-04,2019,10,201910,CaptureSite_7,0.0
1154,26080,2019-03-11,2019,11,201911,CaptureSite_7,0.0
1155,26081,2019-03-18,2019,12,201912,CaptureSite_7,0.0
1156,26082,2019-03-25,2019,13,201913,CaptureSite_7,0.0
1157,26083,2019-04-01,2019,14,201914,CaptureSite_7,0.0
1158,26084,2019-04-08,2019,15,201915,CaptureSite_7,0.0
1159,26085,2019-04-15,2019,16,201916,CaptureSite_7,0.0
1160,26086,2019-04-22,2019,17,201917,CaptureSite_7,0.0
1161,26087,2019-04-29,2019,18,201918,CaptureSite_7,0.0
1162,26088,2019-05-06,2019,19,201919,CaptureSite_7,0.0
1163,26089,2019-05-13,2019,20,201920,CaptureSite_7,0.0
1164,26090,2019-05-20,2019,21,201921,CaptureSite_7,0.0
1165,26091,2019-05-27,2019,22,201922,CaptureSite_7,0.0
1166,26092,2019-06-03,2019,23,201923,CaptureSite_7,0.0
1167,26093,2019-06-10,2019,24,201924,CaptureSite_7,0.0
1168,26094,2019-06-17,2019,25,201925,CaptureSite_7,0.0
1169,26095,2019-06-24,2019,26,201926,CaptureSite_7,0.0
1170,26096,2019-07-01,2019,27,201927,CaptureSite_7,0.0
1171,26097,2019-07-08,2019,28,201928,CaptureSite_7,0.0
1172,26098,2019-07-15,2019,29,201929,CaptureSite_7,0.0
1173,26099,2019-07-22,2019,30,201930,CaptureSite_7,0.0
1174,26100,2019-07-29,2019,31,201931,CaptureSite_7,0.0
1175,26101,2019-08-05,2019,32,201932,CaptureSite_7,0.0
1176,26102,2019-08-12,2019,33,201933,CaptureSite_7,0.0
1177,26103,2019-08-19,2019,34,201934,CaptureSite_7,0.0
1178,26104,2019-08-26,2019,35,201935,CaptureSite_7,0.0
1179,26105,2019-09-02,2019,36,201936,CaptureSite_7,0.0
1180,26106,2019-09-09,2019,37,201937,CaptureSite_7,0.0
1181,26107,2019-09-16,2019,38,201938,CaptureSite_7,0.0
1182,26108,2019-09-23,2019,39,201939,CaptureSite_7,0.0
1183,26109,2019-09-30,2019,40,201940,CaptureSite_7,0.0
1184,26110,2019-10-07,2019,41,201941,CaptureSite_7,0.0
1185,26111,2019-10-14,2019,42,201942,CaptureSite_7,0.0
1186,26112,2019-10-21,2019,43,201943,CaptureSite_7,0.0
1187,26113,2019-10-28,2019,44,201944,CaptureSite_7,0.0
1188,27054,2019-01-01,2019,1,201901,CaptureSite_8,0.0
1189,27055,2019-01-07,2019,2,201902,CaptureSite_8,0.0
1190,27056,2019-01-14,2019,3,201903,CaptureSite_8,0.0
1191,27057,2019-01-21,2019,4,201904,CaptureSite_8,0.0
1192,27058,2019-01-28,2019,5,201905,CaptureSite_8,0.0
1193,27059,2019-02-04,2019,6,201906,CaptureSite_8,0.0
1194,27060,2019-02-11,2019,7,201907,CaptureSite_8,0.0
1195,27061,2019-02-18,2019,8,201908,CaptureSite_8,0.0
1196,27062,2019-02-25,2019,9,201909,CaptureSite_8,0.0
1197,27063,2019-03-04,2019,10,201910,CaptureSite_8,0.0
1198,27064,2019-03-11,2019,11,201911,CaptureSite_8,0.0
1199,27065,2019-03-18,2019,12,201912,CaptureSite_8,0.0
1200,27066,2019-03-25,2019,13,201913,CaptureSite_8,0.0
1201,27067,2019-04-01,2019,14,201914,CaptureSite_8,0.0
1202,27068,2019-04-08,2019,15,201915,CaptureSite_8,0.0
1203,27069,2019-04-15,2019,16,201916,CaptureSite_8,0.0
1204,27070,2019-04-22,2019,17,201917,CaptureSite_8,0.0
1205,27071,2019-04-29,2019,18,201918,CaptureSite_8,0.0
1206,27072,2019-05-06,2019,19,201919,CaptureSite_8,0.0
1207,27073,2019-05-13,2019,20,201920,CaptureSite_8,0.0
1208,27074,2019-05-20,2019,21,201921,CaptureSite_8,0.0
1209,27075,2019-05-27,2019,22,201922,CaptureSite_8,0.0
1210,27076,2019-06-03,2019,23,201923,CaptureSite_8,0.0
1211,27077,2019-06-10,2019,24,201924,CaptureSite_8,0.0
1212,27078,2019-06-17,2019,25,201925,CaptureSite_8,0.0
1213,27079,2019-06-24,2019,26,201926,CaptureSite_8,0.0
1214,27080,2019-07-01,2019,27,201927,CaptureSite_8,0.0
1215,27081,2019-07-08,2019,28,201928,CaptureSite_8,0.0
1216,27082,2019-07-15,2019,29,201929,CaptureSite_8,0.0
1217,27083,2019-07-22,2019,30,201930,CaptureSite_8,0.0
1218,27084,2019-07-29,2019,31,201931,CaptureSite_8,0.0
1219,27085,2019-08-05,2019,32,201932,CaptureSite_8,0.0
1220,27086,2019-08-12,2019,33,201933,CaptureSite_8,0.0
1221,27087,2019-08-19,2019,34,201934,CaptureSite_8,0.0
1222,27088,2019-08-26,2019,35,201935,CaptureSite_8,0.0
1223,27089,2019-09-02,2019,36,201936,CaptureSite_8,0.0
1224,27090,2019-09-09,2019,37,201937,CaptureSite_8,0.0
1225,27091,2019-09-16,2019,38,201938,CaptureSite_8,0.0
1226,27092,2019-09-23,2019,39,201939,CaptureSite_8,0.0
1227,27093,2019-09-30,2019,40,201940,CaptureSite_8,0.0
1228,27094,2019-10-07,2019,41,201941,CaptureSite_8,0.0
1229,27095,2019-10-14,2019,42,201942,CaptureSite_8,0.0
1230,27096,2019-10-21,2019,43,201943,CaptureSite_8,0.0
1231,27097,2019-10-28,2019,44,201944,CaptureSite_8,0.0
1232,28004,2019-01-01,2019,1,201901,CaptureSite_9,0.0
1233,28005,2019-01-07,2019,2,201902,CaptureSite_9,0.0
1234,28006,2019-01-14,2019,3,201903,CaptureSite_9,0.0
1235,28007,2019-01-21,2019,4,201904,CaptureSite_9,0.0
1236,28008,2019-01-28,2019,5,201905,CaptureSite_9,0.0
1237,28009,2019-02-04,2019,6,201906,CaptureSite_9,0.0
1238,28010,2019-02-11,2019,7,201907,CaptureSite_9,0.0
1239,28011,2019-02-18,2019,8,201908,CaptureSite_9,0.0
1240,28012,2019-02-25,2019,9,201909,CaptureSite_9,0.0
1241,28013,2019-03-04,2019,10,201910,CaptureSite_9,0.0
1242,28014,2019-03-11,2019,11,201911,CaptureSite_9,0.0
1243,28015,2019-03-18,2019,12,201912,CaptureSite_9,0.0
1244,28016,2019-03-25,2019,13,201913,CaptureSite_9,0.0
1245,28017,2019-04-01,2019,14,201914,CaptureSite_9,0.0
1246,28018,2019-04-08,2019,15,201915,CaptureSite_9,0.0
1247,28019,2019-04-15,2019,16,201916,CaptureSite_9,0.0
1248,28020,2019-04-22,2019,17,201917,CaptureSite_9,0.0
1249,28021,2019-04-29,2019,18,201918,CaptureSite_9,0.0
1250,28022,2019-05-06,2019,19,201919,CaptureSite_9,0.0
1251,28023,2019-05-13,2019,20,201920,CaptureSite_9,0.0
1252,28024,2019-05-20,2019,21,201921,CaptureSite_9,0.0
1253,28025,2019-05-27,2019,22,201922,CaptureSite_9,0.0
1254,28026,2019-06-03,2019,23,201923,CaptureSite_9,0.0
1255,28027,2019-06-10,2019,24,201924,CaptureSite_9,0.0
1256,28028,2019-06-17,2019,25,201925,CaptureSite_9,0.0
1257,28029,2019-06-24,2019,26,201926,CaptureSite_9,0.0
1258,28030,2019-07-01,2019,27,201927,CaptureSite_9,0.0
1259,28031,2019-07-08,2019,28,201928,CaptureSite_9,0.0
1260,28032,2019-07-15,2019,29,201929,CaptureSite_9,0.0
