Date_TimeCaught,year,week_of_year,year_woy,CaptureSite,Capture_Number
2018-10-08,2018,41,201841,CaptureSite_22,0.0
2018-10-15,2018,42,201842,CaptureSite_22,2.0
2018-10-22,2018,43,201843,CaptureSite_22,0.0
2018-10-29,2018,44,201844,CaptureSite_22,1.0
2018-11-05,2018,45,201845,CaptureSite_22,2.0
2018-11-12,2018,46,201846,CaptureSite_22,4.0
2018-11-19,2018,47,201847,CaptureSite_22,1.0
2018-11-26,2018,48,201848,CaptureSite_22,5.0
2018-12-03,2018,49,201849,CaptureSite_22,1.0
2018-12-10,2018,50,201850,CaptureSite_22,3.0
2018-12-17,2018,51,201851,CaptureSite_22,2.0
2018-12-24,2018,52,201852,CaptureSite_22,1.0
1998-11-16,1998,47,199847,CaptureSite_23,2.0
1998-11-23,1998,48,199848,CaptureSite_23,1.0
1998-11-30,1998,49,199849,CaptureSite_23,0.0
1998-12-07,1998,50,199850,CaptureSite_23,0.0
1998-12-14,1998,51,199851,CaptureSite_23,0.0
1998-12-21,1998,52,199852,CaptureSite_23,0.0
1998-12-28,1998,53,199853,CaptureSite_23,0.0
1999-01-01,1999,53,199953,CaptureSite_23,0.0
1999-01-04,1999,1,199901,CaptureSite_23,0.0
1999-01-11,1999,2,199902,CaptureSite_23,0.0
1999-01-18,1999,3,199903,CaptureSite_23,0.0
1999-01-25,1999,4,199904,CaptureSite_23,0.0
1999-02-01,1999,5,199905,CaptureSite_23,0.0
1999-02-08,1999,6,199906,CaptureSite_23,0.0
1999-02-15,1999,7,199907,CaptureSite_23,0.0
1999-02-22,1999,8,199908,CaptureSite_23,0.0
1999-03-01,1999,9,199909,CaptureSite_23,0.0
1999-03-08,1999,10,199910,CaptureSite_23,0.0
1999-03-15,1999,11,199911,CaptureSite_23,0.0
1999-03-22,1999,12,199912,CaptureSite_23,0.0
1999-03-29,1999,13,199913,CaptureSite_23,0.0
1999-04-05,1999,14,199914,CaptureSite_23,0.0
1999-04-12,1999,15,199915,CaptureSite_23,0.0
1999-04-19,1999,16,199916,CaptureSite_23,0.0
1999-04-26,1999,17,199917,CaptureSite_23,0.0
1999-05-03,1999,18,199918,CaptureSite_23,0.0
1999-05-10,1999,19,199919,CaptureSite_23,0.0
1999-05-17,1999,20,199920,CaptureSite_23,0.0
1999-05-24,1999,21,199921,CaptureSite_23,0.0
1999-05-31,1999,22,199922,CaptureSite_23,0.0
1999-06-07,1999,23,199923,CaptureSite_23,0.0
1999-06-14,1999,24,199924,CaptureSite_23,0.0
1999-06-21,1999,25,199925,CaptureSite_23,1.0
1999-06-28,1999,26,199926,CaptureSite_23,0.0
1999-07-05,1999,27,199927,CaptureSite_23,0.0
1999-07-12,1999,28,199928,CaptureSite_23,0.0
1999-07-19,1999,29,199929,CaptureSite_23,1.0
1999-07-26,1999,30,199930,CaptureSite_23,0.0
1999-08-02,1999,31,199931,CaptureSite_23,1.0
1999-08-09,1999,32,199932,CaptureSite_23,0.0
1999-08-16,1999,33,199933,CaptureSite_23,0.0
1999-08-23,1999,34,199934,CaptureSite_23,0.0
1999-08-30,1999,35,199935,CaptureSite_23,0.0
1999-09-06,1999,36,199936,CaptureSite_23,0.0
1999-09-13,1999,37,199937,CaptureSite_23,0.0
1999-09-20,1999,38,199938,CaptureSite_23,0.0
1999-09-27,1999,39,199939,CaptureSite_23,0.0
1999-10-04,1999,40,199940,CaptureSite_23,0.0
1999-10-11,1999,41,199941,CaptureSite_23,0.0
1999-10-18,1999,42,199942,CaptureSite_23,1.0
1999-10-25,1999,43,199943,CaptureSite_23,1.0
1999-11-01,1999,44,199944,CaptureSite_23,1.0
1999-11-08,1999,45,199945,CaptureSite_23,1.0
1999-11-15,1999,46,199946,CaptureSite_23,0.0
1999-11-22,1999,47,199947,CaptureSite_23,0.0
1999-11-29,1999,48,199948,CaptureSite_23,1.0
1999-12-06,1999,49,199949,CaptureSite_23,0.0
1999-12-13,1999,50,199950,CaptureSite_23,0.0
1999-12-20,1999,51,199951,CaptureSite_23,0.0
1999-12-27,1999,52,199952,CaptureSite_23,0.0
2000-01-01,2000,52,200052,CaptureSite_23,0.0
2000-01-03,2000,1,200001,CaptureSite_23,0.0
2000-01-10,2000,2,200002,CaptureSite_23,0.0
2000-01-17,2000,3,200003,CaptureSite_23,0.0
2000-01-24,2000,4,200004,CaptureSite_23,0.0
2000-01-31,2000,5,200005,CaptureSite_23,0.0
2000-02-07,2000,6,200006,CaptureSite_23,0.0
2000-02-14,2000,7,200007,CaptureSite_23,0.0
2000-02-21,2000,8,200008,CaptureSite_23,1.0
2000-02-28,2000,9,200009,CaptureSite_23,0.0
2000-03-06,2000,10,200010,CaptureSite_23,0.0
2000-03-13,2000,11,200011,CaptureSite_23,0.0
2000-03-20,2000,12,200012,CaptureSite_23,0.0
2000-03-27,2000,13,200013,CaptureSite_23,0.0
2000-04-03,2000,14,200014,CaptureSite_23,0.0
2000-04-10,2000,15,200015,CaptureSite_23,0.0
2000-04-17,2000,16,200016,CaptureSite_23,0.0
2000-04-24,2000,17,200017,CaptureSite_23,0.0
2000-05-01,2000,18,200018,CaptureSite_23,0.0
2000-05-08,2000,19,200019,CaptureSite_23,0.0
2000-05-15,2000,20,200020,CaptureSite_23,0.0
2000-05-22,2000,21,200021,CaptureSite_23,1.0
2000-05-29,2000,22,200022,CaptureSite_23,0.0
2000-06-05,2000,23,200023,CaptureSite_23,1.0
2000-06-12,2000,24,200024,CaptureSite_23,0.0
2000-06-19,2000,25,200025,CaptureSite_23,0.0
2000-06-26,2000,26,200026,CaptureSite_23,0.0
2000-07-03,2000,27,200027,CaptureSite_23,1.0
2000-07-10,2000,28,200028,CaptureSite_23,0.0
2000-07-17,2000,29,200029,CaptureSite_23,0.0
2000-07-24,2000,30,200030,CaptureSite_23,0.0
2000-07-31,2000,31,200031,CaptureSite_23,0.0
2000-08-07,2000,32,200032,CaptureSite_23,0.0
2000-08-14,2000,33,200033,CaptureSite_23,0.0
2000-08-21,2000,34,200034,CaptureSite_23,0.0
2000-08-28,2000,35,200035,CaptureSite_23,0.0
2000-09-04,2000,36,200036,CaptureSite_23,0.0
2000-09-11,2000,37,200037,CaptureSite_23,0.0
2000-09-18,2000,38,200038,CaptureSite_23,0.0
2000-09-25,2000,39,200039,CaptureSite_23,0.0
2000-10-02,2000,40,200040,CaptureSite_23,1.0
2000-10-09,2000,41,200041,CaptureSite_23,0.0
2000-10-16,2000,42,200042,CaptureSite_23,0.0
2000-10-23,2000,43,200043,CaptureSite_23,0.0
2000-10-30,2000,44,200044,CaptureSite_23,1.0
2000-11-06,2000,45,200045,CaptureSite_23,3.0
2000-11-13,2000,46,200046,CaptureSite_23,1.0
2000-11-20,2000,47,200047,CaptureSite_23,2.0
2000-11-27,2000,48,200048,CaptureSite_23,0.0
2000-12-04,2000,49,200049,CaptureSite_23,2.0
2000-12-11,2000,50,200050,CaptureSite_23,1.0
2000-12-18,2000,51,200051,CaptureSite_23,0.0
2001-01-01,2001,1,200101,CaptureSite_23,0.0
2001-01-08,2001,2,200102,CaptureSite_23,0.0
2001-01-15,2001,3,200103,CaptureSite_23,0.0
2001-01-22,2001,4,200104,CaptureSite_23,0.0
2001-01-29,2001,5,200105,CaptureSite_23,0.0
2001-02-05,2001,6,200106,CaptureSite_23,0.0
2001-02-12,2001,7,200107,CaptureSite_23,1.0
2001-02-19,2001,8,200108,CaptureSite_23,1.0
2001-02-26,2001,9,200109,CaptureSite_23,1.0
2001-03-05,2001,10,200110,CaptureSite_23,1.0
2001-03-12,2001,11,200111,CaptureSite_23,1.0
2001-03-19,2001,12,200112,CaptureSite_23,0.0
2001-03-26,2001,13,200113,CaptureSite_23,2.0
2001-04-02,2001,14,200114,CaptureSite_23,3.0
2001-04-09,2001,15,200115,CaptureSite_23,1.0
2001-04-16,2001,16,200116,CaptureSite_23,1.0
2001-04-23,2001,17,200117,CaptureSite_23,1.0
2001-04-30,2001,18,200118,CaptureSite_23,0.0
2001-05-07,2001,19,200119,CaptureSite_23,2.0
2001-05-14,2001,20,200120,CaptureSite_23,2.0
2001-05-21,2001,21,200121,CaptureSite_23,0.0
2001-05-28,2001,22,200122,CaptureSite_23,0.0
2001-06-04,2001,23,200123,CaptureSite_23,0.0
2001-06-11,2001,24,200124,CaptureSite_23,1.0
2001-06-18,2001,25,200125,CaptureSite_23,2.0
2001-06-25,2001,26,200126,CaptureSite_23,1.0
2001-07-02,2001,27,200127,CaptureSite_23,0.0
2001-07-09,2001,28,200128,CaptureSite_23,1.0
2001-07-16,2001,29,200129,CaptureSite_23,1.0
2001-07-23,2001,30,200130,CaptureSite_23,1.0
2001-07-30,2001,31,200131,CaptureSite_23,0.0
2001-08-06,2001,32,200132,CaptureSite_23,2.0
2001-08-13,2001,33,200133,CaptureSite_23,0.0
2001-08-20,2001,34,200134,CaptureSite_23,1.0
2001-08-27,2001,35,200135,CaptureSite_23,1.0
2001-09-03,2001,36,200136,CaptureSite_23,0.0
2001-09-10,2001,37,200137,CaptureSite_23,3.0
2001-09-17,2001,38,200138,CaptureSite_23,0.0
2001-09-24,2001,39,200139,CaptureSite_23,1.0
2001-10-01,2001,40,200140,CaptureSite_23,0.0
2001-10-08,2001,41,200141,CaptureSite_23,0.0
2001-10-15,2001,42,200142,CaptureSite_23,0.0
2001-10-22,2001,43,200143,CaptureSite_23,0.0
2001-10-29,2001,44,200144,CaptureSite_23,1.0
2001-11-05,2001,45,200145,CaptureSite_23,0.0
2001-11-12,2001,46,200146,CaptureSite_23,0.0
2001-11-19,2001,47,200147,CaptureSite_23,1.0
2001-11-26,2001,48,200148,CaptureSite_23,1.0
2001-12-03,2001,49,200149,CaptureSite_23,0.0
2001-12-10,2001,50,200150,CaptureSite_23,1.0
2001-12-17,2001,51,200151,CaptureSite_23,2.0
2001-12-24,2001,52,200152,CaptureSite_23,3.0
2002-01-01,2002,1,200201,CaptureSite_23,2.0
2002-01-07,2002,2,200202,CaptureSite_23,1.0
2002-01-14,2002,3,200203,CaptureSite_23,2.0
2002-01-21,2002,4,200204,CaptureSite_23,0.0
2002-01-28,2002,5,200205,CaptureSite_23,0.0
2002-02-04,2002,6,200206,CaptureSite_23,0.0
2002-02-11,2002,7,200207,CaptureSite_23,0.0
2002-02-18,2002,8,200208,CaptureSite_23,1.0
2002-02-25,2002,9,200209,CaptureSite_23,1.0
2002-03-04,2002,10,200210,CaptureSite_23,0.0
2002-03-11,2002,11,200211,CaptureSite_23,3.0
2002-03-18,2002,12,200212,CaptureSite_23,1.0
2002-03-25,2002,13,200213,CaptureSite_23,1.0
2002-04-01,2002,14,200214,CaptureSite_23,0.0
2002-04-08,2002,15,200215,CaptureSite_23,0.0
2002-04-15,2002,16,200216,CaptureSite_23,1.0
2002-04-22,2002,17,200217,CaptureSite_23,1.0
2002-04-29,2002,18,200218,CaptureSite_23,0.0
2002-05-06,2002,19,200219,CaptureSite_23,0.0
2002-05-13,2002,20,200220,CaptureSite_23,0.0
2002-05-20,2002,21,200221,CaptureSite_23,0.0
2002-05-27,2002,22,200222,CaptureSite_23,1.0
2002-06-03,2002,23,200223,CaptureSite_23,0.0
2002-06-10,2002,24,200224,CaptureSite_23,0.0
2002-06-17,2002,25,200225,CaptureSite_23,2.0
2002-06-24,2002,26,200226,CaptureSite_23,1.0
2002-07-01,2002,27,200227,CaptureSite_23,1.0
2002-07-08,2002,28,200228,CaptureSite_23,2.0
2002-07-15,2002,29,200229,CaptureSite_23,0.0
2002-07-22,2002,30,200230,CaptureSite_23,1.0
2002-07-29,2002,31,200231,CaptureSite_23,0.0
2002-08-05,2002,32,200232,CaptureSite_23,0.0
2002-08-12,2002,33,200233,CaptureSite_23,0.0
2002-08-19,2002,34,200234,CaptureSite_23,2.0
2002-08-26,2002,35,200235,CaptureSite_23,1.0
2002-09-02,2002,36,200236,CaptureSite_23,1.0
2002-09-09,2002,37,200237,CaptureSite_23,2.0
2002-09-16,2002,38,200238,CaptureSite_23,1.0
2002-09-23,2002,39,200239,CaptureSite_23,0.0
2002-09-30,2002,40,200240,CaptureSite_23,0.0
2002-10-07,2002,41,200241,CaptureSite_23,1.0
2002-10-14,2002,42,200242,CaptureSite_23,2.0
2002-10-21,2002,43,200243,CaptureSite_23,3.0
2002-10-28,2002,44,200244,CaptureSite_23,3.0
2002-11-04,2002,45,200245,CaptureSite_23,1.0
2002-11-11,2002,46,200246,CaptureSite_23,1.0
2002-11-18,2002,47,200247,CaptureSite_23,1.0
2002-11-25,2002,48,200248,CaptureSite_23,2.0
2002-12-02,2002,49,200249,CaptureSite_23,1.0
2002-12-09,2002,50,200250,CaptureSite_23,0.0
2002-12-16,2002,51,200251,CaptureSite_23,0.0
2002-12-23,2002,52,200252,CaptureSite_23,0.0
2003-01-01,2003,1,200301,CaptureSite_23,1.0
2003-01-06,2003,2,200302,CaptureSite_23,3.0
2003-01-13,2003,3,200303,CaptureSite_23,4.0
2003-01-20,2003,4,200304,CaptureSite_23,2.0
2003-01-27,2003,5,200305,CaptureSite_23,0.0
2003-02-03,2003,6,200306,CaptureSite_23,0.0
2003-02-10,2003,7,200307,CaptureSite_23,3.0
2003-02-17,2003,8,200308,CaptureSite_23,1.0
2003-02-24,2003,9,200309,CaptureSite_23,0.0
2003-03-03,2003,10,200310,CaptureSite_23,1.0
2003-03-10,2003,11,200311,CaptureSite_23,1.0
2003-03-17,2003,12,200312,CaptureSite_23,0.0
2003-03-24,2003,13,200313,CaptureSite_23,3.0
2003-03-31,2003,14,200314,CaptureSite_23,1.0
2003-04-07,2003,15,200315,CaptureSite_23,1.0
2003-04-14,2003,16,200316,CaptureSite_23,1.0
2003-04-21,2003,17,200317,CaptureSite_23,2.0
2003-04-28,2003,18,200318,CaptureSite_23,1.0
2003-05-05,2003,19,200319,CaptureSite_23,2.0
2003-05-12,2003,20,200320,CaptureSite_23,2.0
2003-05-19,2003,21,200321,CaptureSite_23,0.0
2003-05-26,2003,22,200322,CaptureSite_23,2.0
2003-06-02,2003,23,200323,CaptureSite_23,3.0
2003-06-09,2003,24,200324,CaptureSite_23,1.0
2003-06-16,2003,25,200325,CaptureSite_23,1.0
2003-06-23,2003,26,200326,CaptureSite_23,6.0
2003-06-30,2003,27,200327,CaptureSite_23,7.0
2003-07-07,2003,28,200328,CaptureSite_23,2.0
2003-07-14,2003,29,200329,CaptureSite_23,2.0
2003-07-21,2003,30,200330,CaptureSite_23,9.0
2003-07-28,2003,31,200331,CaptureSite_23,0.0
2003-08-04,2003,32,200332,CaptureSite_23,0.0
2003-08-11,2003,33,200333,CaptureSite_23,1.0
2003-08-18,2003,34,200334,CaptureSite_23,0.0
2003-08-25,2003,35,200335,CaptureSite_23,3.0
2003-09-01,2003,36,200336,CaptureSite_23,5.0
2003-09-08,2003,37,200337,CaptureSite_23,5.0
2003-09-15,2003,38,200338,CaptureSite_23,2.0
2003-09-22,2003,39,200339,CaptureSite_23,1.0
2003-09-29,2003,40,200340,CaptureSite_23,0.0
2003-10-06,2003,41,200341,CaptureSite_23,0.0
2003-10-13,2003,42,200342,CaptureSite_23,0.0
2003-10-20,2003,43,200343,CaptureSite_23,0.0
2003-10-27,2003,44,200344,CaptureSite_23,0.0
2003-11-03,2003,45,200345,CaptureSite_23,3.0
2003-11-10,2003,46,200346,CaptureSite_23,3.0
2003-11-17,2003,47,200347,CaptureSite_23,1.0
2003-11-24,2003,48,200348,CaptureSite_23,0.0
2003-12-01,2003,49,200349,CaptureSite_23,5.0
2003-12-08,2003,50,200350,CaptureSite_23,1.0
2003-12-15,2003,51,200351,CaptureSite_23,0.0
2003-12-22,2003,52,200352,CaptureSite_23,0.0
2004-01-01,2004,1,200401,CaptureSite_23,0.0
2004-01-05,2004,2,200402,CaptureSite_23,1.0
2004-01-12,2004,3,200403,CaptureSite_23,1.0
2004-01-19,2004,4,200404,CaptureSite_23,0.0
2004-01-26,2004,5,200405,CaptureSite_23,4.0
2004-02-02,2004,6,200406,CaptureSite_23,2.0
2004-02-09,2004,7,200407,CaptureSite_23,0.0
2004-02-16,2004,8,200408,CaptureSite_23,2.0
2004-02-23,2004,9,200409,CaptureSite_23,1.0
2004-03-01,2004,10,200410,CaptureSite_23,3.0
2004-03-08,2004,11,200411,CaptureSite_23,0.0
2004-03-15,2004,12,200412,CaptureSite_23,2.0
2004-03-22,2004,13,200413,CaptureSite_23,3.0
2004-03-29,2004,14,200414,CaptureSite_23,4.0
2004-04-05,2004,15,200415,CaptureSite_23,0.0
2004-04-12,2004,16,200416,CaptureSite_23,4.0
2004-04-19,2004,17,200417,CaptureSite_23,11.0
2004-04-26,2004,18,200418,CaptureSite_23,1.0
2004-05-03,2004,19,200419,CaptureSite_23,3.0
2004-05-10,2004,20,200420,CaptureSite_23,4.0
2004-05-17,2004,21,200421,CaptureSite_23,1.0
2004-05-24,2004,22,200422,CaptureSite_23,2.0
2004-05-31,2004,23,200423,CaptureSite_23,2.0
2004-06-07,2004,24,200424,CaptureSite_23,1.0
2004-06-14,2004,25,200425,CaptureSite_23,1.0
2004-06-21,2004,26,200426,CaptureSite_23,3.0
2004-06-28,2004,27,200427,CaptureSite_23,2.0
2004-07-05,2004,28,200428,CaptureSite_23,0.0
2004-07-12,2004,29,200429,CaptureSite_23,1.0
2004-07-19,2004,30,200430,CaptureSite_23,0.0
2004-07-26,2004,31,200431,CaptureSite_23,0.0
2004-08-02,2004,32,200432,CaptureSite_23,0.0
2004-08-09,2004,33,200433,CaptureSite_23,1.0
2004-08-16,2004,34,200434,CaptureSite_23,2.0
2004-08-23,2004,35,200435,CaptureSite_23,3.0
2004-08-30,2004,36,200436,CaptureSite_23,0.0
2004-09-06,2004,37,200437,CaptureSite_23,0.0
2004-09-13,2004,38,200438,CaptureSite_23,3.0
2004-09-20,2004,39,200439,CaptureSite_23,2.0
2004-09-27,2004,40,200440,CaptureSite_23,1.0
2004-10-04,2004,41,200441,CaptureSite_23,2.0
2004-10-11,2004,42,200442,CaptureSite_23,2.0
2004-10-18,2004,43,200443,CaptureSite_23,1.0
2004-10-25,2004,44,200444,CaptureSite_23,2.0
2004-11-01,2004,45,200445,CaptureSite_23,3.0
2004-11-08,2004,46,200446,CaptureSite_23,1.0
2004-11-15,2004,47,200447,CaptureSite_23,4.0
2004-11-22,2004,48,200448,CaptureSite_23,0.0
2004-11-29,2004,49,200449,CaptureSite_23,6.0
2004-12-06,2004,50,200450,CaptureSite_23,4.0
2004-12-13,2004,51,200451,CaptureSite_23,4.0
2004-12-20,2004,52,200452,CaptureSite_23,0.0
2004-12-27,2004,53,200453,CaptureSite_23,6.0
2005-01-01,2005,53,200553,CaptureSite_23,0.0
2005-01-03,2005,1,200501,CaptureSite_23,1.0
2005-01-10,2005,2,200502,CaptureSite_23,2.0
2005-01-17,2005,3,200503,CaptureSite_23,1.0
2005-01-24,2005,4,200504,CaptureSite_23,1.0
2005-01-31,2005,5,200505,CaptureSite_23,1.0
2005-02-07,2005,6,200506,CaptureSite_23,2.0
2005-02-14,2005,7,200507,CaptureSite_23,3.0
2005-02-21,2005,8,200508,CaptureSite_23,1.0
2005-02-28,2005,9,200509,CaptureSite_23,0.0
2005-03-07,2005,10,200510,CaptureSite_23,0.0
2005-03-14,2005,11,200511,CaptureSite_23,4.0
2005-03-21,2005,12,200512,CaptureSite_23,3.0
2005-03-28,2005,13,200513,CaptureSite_23,0.0
2005-04-04,2005,14,200514,CaptureSite_23,0.0
2005-04-11,2005,15,200515,CaptureSite_23,12.0
2005-04-18,2005,16,200516,CaptureSite_23,3.0
2005-04-25,2005,17,200517,CaptureSite_23,7.0
2005-05-02,2005,18,200518,CaptureSite_23,6.0
2005-05-09,2005,19,200519,CaptureSite_23,4.0
2005-05-16,2005,20,200520,CaptureSite_23,7.0
2005-05-23,2005,21,200521,CaptureSite_23,2.0
2005-05-30,2005,22,200522,CaptureSite_23,1.0
2005-06-06,2005,23,200523,CaptureSite_23,3.0
2005-06-13,2005,24,200524,CaptureSite_23,1.0
2005-06-20,2005,25,200525,CaptureSite_23,1.0
2005-06-27,2005,26,200526,CaptureSite_23,0.0
2005-07-04,2005,27,200527,CaptureSite_23,1.0
2005-07-11,2005,28,200528,CaptureSite_23,0.0
2005-07-18,2005,29,200529,CaptureSite_23,4.0
2005-07-25,2005,30,200530,CaptureSite_23,4.0
2005-08-01,2005,31,200531,CaptureSite_23,1.0
2005-08-08,2005,32,200532,CaptureSite_23,1.0
2005-08-15,2005,33,200533,CaptureSite_23,1.0
2005-08-22,2005,34,200534,CaptureSite_23,6.0
2005-08-29,2005,35,200535,CaptureSite_23,2.0
2005-09-05,2005,36,200536,CaptureSite_23,4.0
2005-09-12,2005,37,200537,CaptureSite_23,1.0
2005-09-19,2005,38,200538,CaptureSite_23,1.0
2005-09-26,2005,39,200539,CaptureSite_23,0.0
2005-10-03,2005,40,200540,CaptureSite_23,2.0
2005-10-10,2005,41,200541,CaptureSite_23,3.0
2005-10-17,2005,42,200542,CaptureSite_23,1.0
2005-10-24,2005,43,200543,CaptureSite_23,7.0
2005-10-31,2005,44,200544,CaptureSite_23,1.0
2005-11-07,2005,45,200545,CaptureSite_23,6.0
2005-11-14,2005,46,200546,CaptureSite_23,1.0
2005-11-21,2005,47,200547,CaptureSite_23,3.0
2005-11-28,2005,48,200548,CaptureSite_23,8.0
2005-12-05,2005,49,200549,CaptureSite_23,0.0
2005-12-12,2005,50,200550,CaptureSite_23,1.0
2005-12-19,2005,51,200551,CaptureSite_23,3.0
2005-12-26,2005,52,200552,CaptureSite_23,0.0
2006-01-01,2006,52,200652,CaptureSite_23,0.0
2006-01-02,2006,1,200601,CaptureSite_23,3.0
2006-01-09,2006,2,200602,CaptureSite_23,0.0
2006-01-16,2006,3,200603,CaptureSite_23,1.0
2006-01-23,2006,4,200604,CaptureSite_23,4.0
2006-01-30,2006,5,200605,CaptureSite_23,0.0
2006-02-06,2006,6,200606,CaptureSite_23,1.0
2006-02-13,2006,7,200607,CaptureSite_23,0.0
2006-02-20,2006,8,200608,CaptureSite_23,0.0
2006-02-27,2006,9,200609,CaptureSite_23,1.0
2006-03-06,2006,10,200610,CaptureSite_23,3.0
2006-03-13,2006,11,200611,CaptureSite_23,1.0
2006-03-20,2006,12,200612,CaptureSite_23,0.0
2006-03-27,2006,13,200613,CaptureSite_23,0.0
2006-04-03,2006,14,200614,CaptureSite_23,1.0
2006-04-10,2006,15,200615,CaptureSite_23,0.0
2006-04-17,2006,16,200616,CaptureSite_23,0.0
2006-04-24,2006,17,200617,CaptureSite_23,1.0
2006-05-01,2006,18,200618,CaptureSite_23,3.0
2006-05-08,2006,19,200619,CaptureSite_23,0.0
2006-05-15,2006,20,200620,CaptureSite_23,1.0
2006-05-22,2006,21,200621,CaptureSite_23,0.0
2006-05-29,2006,22,200622,CaptureSite_23,2.0
2006-06-05,2006,23,200623,CaptureSite_23,0.0
2006-06-12,2006,24,200624,CaptureSite_23,2.0
2006-06-19,2006,25,200625,CaptureSite_23,2.0
2006-06-26,2006,26,200626,CaptureSite_23,2.0
2006-07-03,2006,27,200627,CaptureSite_23,3.0
2006-07-10,2006,28,200628,CaptureSite_23,0.0
2006-07-17,2006,29,200629,CaptureSite_23,2.0
2006-07-24,2006,30,200630,CaptureSite_23,4.0
2006-07-31,2006,31,200631,CaptureSite_23,4.0
2006-08-07,2006,32,200632,CaptureSite_23,1.0
2006-08-14,2006,33,200633,CaptureSite_23,0.0
2006-08-21,2006,34,200634,CaptureSite_23,2.0
2006-08-28,2006,35,200635,CaptureSite_23,2.0
2006-09-04,2006,36,200636,CaptureSite_23,1.0
2006-09-11,2006,37,200637,CaptureSite_23,3.0
2006-09-18,2006,38,200638,CaptureSite_23,3.0
2006-09-25,2006,39,200639,CaptureSite_23,7.0
2006-10-02,2006,40,200640,CaptureSite_23,3.0
2006-10-09,2006,41,200641,CaptureSite_23,3.0
2006-10-16,2006,42,200642,CaptureSite_23,1.0
2006-10-23,2006,43,200643,CaptureSite_23,3.0
2006-10-30,2006,44,200644,CaptureSite_23,4.0
2006-11-06,2006,45,200645,CaptureSite_23,1.0
2006-11-13,2006,46,200646,CaptureSite_23,3.0
2006-11-20,2006,47,200647,CaptureSite_23,2.0
2006-11-27,2006,48,200648,CaptureSite_23,3.0
2006-12-04,2006,49,200649,CaptureSite_23,3.0
2006-12-11,2006,50,200650,CaptureSite_23,3.0
2006-12-18,2006,51,200651,CaptureSite_23,2.0
2007-01-01,2007,1,200701,CaptureSite_23,7.0
2007-01-08,2007,2,200702,CaptureSite_23,2.0
2007-01-15,2007,3,200703,CaptureSite_23,0.0
2007-01-22,2007,4,200704,CaptureSite_23,3.0
2007-01-29,2007,5,200705,CaptureSite_23,4.0
2007-02-05,2007,6,200706,CaptureSite_23,6.0
2007-02-12,2007,7,200707,CaptureSite_23,1.0
2007-02-19,2007,8,200708,CaptureSite_23,0.0
2007-02-26,2007,9,200709,CaptureSite_23,6.0
2007-03-05,2007,10,200710,CaptureSite_23,3.0
2007-03-12,2007,11,200711,CaptureSite_23,5.0
2007-03-19,2007,12,200712,CaptureSite_23,1.0
2007-03-26,2007,13,200713,CaptureSite_23,2.0
2007-04-02,2007,14,200714,CaptureSite_23,2.0
2007-04-09,2007,15,200715,CaptureSite_23,5.0
2007-04-16,2007,16,200716,CaptureSite_23,1.0
2007-04-23,2007,17,200717,CaptureSite_23,5.0
2007-04-30,2007,18,200718,CaptureSite_23,1.0
2007-05-07,2007,19,200719,CaptureSite_23,2.0
2007-05-14,2007,20,200720,CaptureSite_23,0.0
2007-05-21,2007,21,200721,CaptureSite_23,1.0
2007-05-28,2007,22,200722,CaptureSite_23,0.0
2007-06-04,2007,23,200723,CaptureSite_23,3.0
2007-06-11,2007,24,200724,CaptureSite_23,2.0
2007-06-18,2007,25,200725,CaptureSite_23,1.0
2007-06-25,2007,26,200726,CaptureSite_23,4.0
2007-07-02,2007,27,200727,CaptureSite_23,0.0
2007-07-09,2007,28,200728,CaptureSite_23,0.0
2007-07-16,2007,29,200729,CaptureSite_23,4.0
2007-07-23,2007,30,200730,CaptureSite_23,1.0
2007-07-30,2007,31,200731,CaptureSite_23,1.0
2007-08-06,2007,32,200732,CaptureSite_23,2.0
2007-08-13,2007,33,200733,CaptureSite_23,1.0
2007-08-20,2007,34,200734,CaptureSite_23,2.0
2007-08-27,2007,35,200735,CaptureSite_23,0.0
2007-09-03,2007,36,200736,CaptureSite_23,0.0
2007-09-10,2007,37,200737,CaptureSite_23,0.0
2007-09-17,2007,38,200738,CaptureSite_23,5.0
2007-09-24,2007,39,200739,CaptureSite_23,2.0
2007-10-01,2007,40,200740,CaptureSite_23,2.0
2007-10-08,2007,41,200741,CaptureSite_23,0.0
2007-10-15,2007,42,200742,CaptureSite_23,3.0
2007-10-22,2007,43,200743,CaptureSite_23,2.0
2007-10-29,2007,44,200744,CaptureSite_23,3.0
2007-11-05,2007,45,200745,CaptureSite_23,0.0
2007-11-12,2007,46,200746,CaptureSite_23,6.0
2007-11-19,2007,47,200747,CaptureSite_23,3.0
2007-11-26,2007,48,200748,CaptureSite_23,4.0
2007-12-03,2007,49,200749,CaptureSite_23,6.0
2007-12-10,2007,50,200750,CaptureSite_23,0.0
2007-12-17,2007,51,200751,CaptureSite_23,8.0
2007-12-24,2007,52,200752,CaptureSite_23,4.0
2010-01-01,2010,53,201053,CaptureSite_23,2.0
2010-01-04,2010,1,201001,CaptureSite_23,1.0
2010-01-11,2010,2,201002,CaptureSite_23,0.0
2010-01-18,2010,3,201003,CaptureSite_23,4.0
2010-01-25,2010,4,201004,CaptureSite_23,2.0
2010-02-01,2010,5,201005,CaptureSite_23,1.0
2010-02-08,2010,6,201006,CaptureSite_23,0.0
2010-02-15,2010,7,201007,CaptureSite_23,2.0
